Location,Tags
"urn:cite:shot:epigimg.IMG_5796@0.397,0.6347,0.169,0.0533",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_5796@0.385,0.684,0.097,0.0507",urn:cite:hclat:topic.datsg2
"urn:cite:shot:epigimg.IMG_5796@0.499,0.7573,0.223,0.0773",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.289,0.2427,0.08,0.056",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.348,0.2187,0.133,0.0707",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.478,0.1827,0.203,0.0947",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.67,0.1773,0.056,0.064",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.713,0.1613,0.121,0.0747",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.133,0.32,0.083,0.056",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.207,0.2907,0.187,0.08",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.385,0.2733,0.14,0.08",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_5798@0.515,0.2573,0.086,0.08",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.589,0.236,0.199,0.08",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.772,0.2267,0.059,0.072",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.125,0.372,0.115,0.072",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_5798@0.23,0.3613,0.075,0.072",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.293,0.3427,0.166,0.084",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.587,0.316,0.086,0.0747",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.664,0.3013,0.165,0.0747",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.122,0.4373,0.158,0.06",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.271,0.4147,0.163,0.0747",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_5798@0.427,0.4067,0.075,0.064",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_5798@0.495,0.388,0.147,0.0787",urn:cite:hclat:topic.gensg1
"urn:cite:shot:epigimg.IMG_5798@0.632,0.3693,0.193,0.084",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_5798@0.129,0.4987,0.171,0.08",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.292,0.4867,0.162,0.0693",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.446,0.48,0.087,0.0693",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.523,0.4533,0.207,0.0853",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_5798@0.095,0.5693,0.19,0.0773",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.279,0.5493,0.262,0.0827",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.077,0.7147,0.171,0.0707",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.237,0.708,0.183,0.0707",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.41,0.696,0.249,0.0707",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5798@0.651,0.6813,0.161,0.0707",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_5798@0.232,0.7627,0.357,0.0773",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_5803@0.328,0.368,0.314,0.1",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_5803@0.339,0.472,0.3,0.088",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_5831@0.112,0.444,0.239,0.0813",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_5831@0.112,0.444,0.239,0.0813",urn:cite:hclat:topic.nompl2
"urn:cite:shot:epigimg.IMG_5831@0.353,0.3853,0.411,0.1133",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_5831@0.353,0.3853,0.411,0.1133",urn:cite:hclat:topic.nompl2
"urn:cite:shot:epigimg.IMG_5831@0.21,0.468,0.467,0.1053",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_5831@0.21,0.468,0.467,0.1053",urn:cite:hclat:topic.nompl2
"urn:cite:shot:epigimg.IMG_6398@0.107,0.1747,0.212,0.092",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_6398@0.313,0.1827,0.388,0.084",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_6398@0.406,0.1827,0.295,0.084",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6398@0.059,0.1947,0.797,0.1413",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_6398@0.57,0.2667,0.347,0.092",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6398@0.058,0.3347,0.286,0.0907",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6398@0.36,0.3413,0.431,0.0853",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_6398@0.569,0.3413,0.222,0.0853",urn:cite:hclat:topic.accpl1
"urn:cite:shot:epigimg.IMG_6398@0.056,0.3507,0.863,0.1427",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_6398@0.155,0.4173,0.166,0.076",urn:cite:hclat:topic.gensg3
"urn:cite:shot:epigimg.IMG_6398@0.333,0.4213,0.502,0.0893",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_6398@0.422,0.4213,0.193,0.0893",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6398@0.422,0.4213,0.193,0.0893",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_6398@0.631,0.4253,0.21,0.0893",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6398@0.631,0.4253,0.21,0.0893",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_6398@0.052,0.4333,0.873,0.1493",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6398@0.247,0.5013,0.478,0.0813",urn:cite:hclat:topic.ger
"urn:cite:shot:epigimg.IMG_6398@0.247,0.5013,0.478,0.0813",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6398@0.052,0.516,0.874,0.1507",urn:cite:hclat:topic.accpl3
"urn:cite:shot:epigimg.IMG_6398@0.084,0.76,0.463,0.096",urn:cite:hclat:topic.nomsg1
"urn:cite:shot:epigimg.IMG_6398@0.553,0.7733,0.337,0.096",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_6398@0.661,0.7733,0.229,0.096",urn:cite:hclat:topic.ablpl2
"urn:cite:shot:epigimg.IMG_6416@0.14,0.452,0.21,0.0707",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_6416@0.35,0.4547,0.198,0.0707",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_6416@0.556,0.4587,0.217,0.0707",urn:cite:hclat:topic.nompl3
"urn:cite:shot:epigimg.IMG_6416@0.159,0.5093,0.161,0.0707",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_6416@0.338,0.516,0.128,0.0627",urn:cite:hclat:topic.adv
"urn:cite:shot:epigimg.IMG_6416@0.482,0.5173,0.222,0.0627",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_6416@0.482,0.5173,0.222,0.0627",urn:cite:hclat:topic.presactpart
"urn:cite:shot:epigimg.IMG_6416@0.296,0.576,0.312,0.0627",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_6516@0.325,0.2693,0.205,0.0893",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_6516@0.536,0.2347,0.122,0.0893",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_6516@0.298,0.3227,0.303,0.1227",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6516@0.194,0.4253,0.244,0.0973",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_6516@0.444,0.3907,0.255,0.0973",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6516@0.178,0.576,0.188,0.0787",urn:cite:hclat:topic.datsg2
"urn:cite:shot:epigimg.IMG_6516@0.362,0.5373,0.325,0.096",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_6516@0.41,0.5373,0.277,0.096",urn:cite:hclat:topic.accsg3
"urn:cite:shot:epigimg.IMG_6516@0.169,0.652,0.143,0.068",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_6516@0.306,0.6293,0.181,0.08",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_6516@0.482,0.6067,0.216,0.08",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_6516@0.482,0.6067,0.216,0.08",urn:cite:hclat:topic.accpl2
"urn:cite:shot:epigimg.IMG_6516@0.224,0.6987,0.094,0.0907",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_6516@0.315,0.7013,0.177,0.076",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6516@0.486,0.6853,0.147,0.076",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_6597@0.096,0.5333,0.219,0.0467",urn:cite:hclat:topic.nomsg4
"urn:cite:shot:epigimg.IMG_6597@0.311,0.536,0.327,0.0467",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6597@0.639,0.5453,0.215,0.0467",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6597@0.031,0.564,0.249,0.04",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6597@0.281,0.5667,0.327,0.04",urn:cite:hclat:topic.pftpaspart
"urn:cite:shot:epigimg.IMG_6597@0.281,0.5667,0.327,0.04",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6597@0.608,0.576,0.282,0.04",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_6717@0.119,0.5747,0.773,0.1787",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_6720@0.165,0.5653,0.289,0.1627",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_6720@0.474,0.5693,0.332,0.1627",urn:cite:hclat:topic.nomsg3
"urn:cite:shot:epigimg.IMG_6723@0.085,0.3,0.334,0.1253",urn:cite:hclat:topic.datsg2
"urn:cite:shot:epigimg.IMG_6723@0.409,0.3053,0.467,0.1253",urn:cite:hclat:topic.datsg2
"urn:cite:shot:epigimg.IMG_6723@0.549,0.4067,0.303,0.0907",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6723@0.057,0.4693,0.409,0.0907",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6723@0.446,0.4747,0.409,0.0907",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6723@0.075,0.5293,0.303,0.0907",urn:cite:hclat:topic.nomsg1
"urn:cite:shot:epigimg.IMG_6723@0.634,0.536,0.222,0.0907",urn:cite:hclat:topic.nomsg1
"urn:cite:shot:epigimg.IMG_6723@0.087,0.604,0.28,0.0907",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_6723@0.087,0.604,0.28,0.0907",urn:cite:hclat:topic.accpl2
"urn:cite:shot:epigimg.IMG_6723@0.358,0.6067,0.259,0.0853",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_6724@0.407,0.1467,0.365,0.1027",urn:cite:hclat:topic.genpl2
"urn:cite:shot:epigimg.IMG_6724@0.414,0.2947,0.419,0.0853",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_6724@0.526,0.2947,0.167,0.0853",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6724@0.689,0.2867,0.148,0.0853",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6724@0.225,0.3787,0.289,0.0853",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6724@0.503,0.356,0.34,0.0853",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_6724@0.503,0.356,0.34,0.0853",urn:cite:hclat:topic.ger
"urn:cite:shot:epigimg.IMG_6724@0.329,0.4387,0.247,0.0853",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6724@0.571,0.436,0.169,0.0853",urn:cite:hclat:topic.ablsg3
"urn:cite:shot:epigimg.IMG_6724@0.6,0.5013,0.251,0.0853",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6724@0.137,0.576,0.167,0.0853",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6724@0.137,0.576,0.167,0.0853",urn:cite:hclat:topic.abltime
"urn:cite:shot:epigimg.IMG_6724@0.299,0.576,0.244,0.0853",urn:cite:hclat:topic.ipse
"urn:cite:shot:epigimg.IMG_6724@0.603,0.6453,0.143,0.0853",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_6724@0.33,0.7147,0.342,0.092",urn:cite:hclat:topic.ablpl2
"urn:cite:shot:epigimg.IMG_6724@0.667,0.72,0.185,0.092",urn:cite:hclat:topic.is
"urn:cite:shot:epigimg.IMG_6724@0.314,0.7933,0.24,0.092",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_6724@0.382,0.7933,0.172,0.092",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_6725@0.185,0.1773,0.631,0.2107",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_6725@0.342,0.3573,0.495,0.2107",urn:cite:hclat:topic.nomsg1
"urn:cite:shot:epigimg.IMG_6725@0.139,0.5253,0.522,0.156",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7002@0.147,0.2333,0.468,0.124",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7002@0.164,0.3307,0.356,0.1013",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7002@0.145,0.4107,0.167,0.1013",urn:cite:hclat:topic.num
"urn:cite:shot:epigimg.IMG_7002@0.064,0.4987,0.424,0.0907",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_7002@0.469,0.5053,0.334,0.0907",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_7002@0.428,0.5733,0.287,0.0907",urn:cite:hclat:topic.accsg3
"urn:cite:shot:epigimg.IMG_7006@0.132,0.2707,0.759,0.4933",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_7033@0.489,0.1733,0.395,0.1467",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7033@0.459,0.304,0.251,0.1467",urn:cite:hclat:topic.num
"urn:cite:shot:epigimg.IMG_7033@0.036,0.4307,0.437,0.1467",urn:cite:hclat:topic.gensg1
"urn:cite:shot:epigimg.IMG_7033@0.468,0.4333,0.414,0.1467",urn:cite:hclat:topic.gensg3
"urn:cite:shot:epigimg.IMG_7033@0.039,0.548,0.567,0.1467",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_7033@0.039,0.548,0.567,0.1467",urn:cite:hclat:topic.accpl2
"urn:cite:shot:epigimg.IMG_7033@0.601,0.5493,0.287,0.1467",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_7033@0.719,0.5493,0.169,0.1467",urn:cite:hclat:topic.ablsg1
"urn:cite:shot:epigimg.IMG_7033@0.384,0.6573,0.5,0.1467",urn:cite:hclat:topic.ablpl2
"urn:cite:shot:epigimg.IMG_7033@0.05,0.7853,0.608,0.1467",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_7033@0.14,0.7853,0.518,0.1467",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_7042@0.085,0.4653,0.241,0.0653",urn:cite:hclat:topic.nomsg1
"urn:cite:shot:epigimg.IMG_7042@0.611,0.4547,0.182,0.06",urn:cite:hclat:topic.ablsg3
"urn:cite:shot:epigimg.IMG_7042@0.784,0.4533,0.091,0.06",urn:cite:hclat:topic.ablsg3
"urn:cite:shot:epigimg.IMG_7042@0.137,0.5133,0.107,0.0413",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_7042@0.239,0.512,0.128,0.0413",urn:cite:hclat:topic.gensg3
"urn:cite:shot:epigimg.IMG_7042@0.364,0.5147,0.04,0.0333",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_7042@0.403,0.5147,0.171,0.0333",urn:cite:hclat:topic.accsg2
"urn:cite:shot:epigimg.IMG_7042@0.567,0.5107,0.118,0.0333",urn:cite:hclat:topic.accsg1
"urn:cite:shot:epigimg.IMG_7042@0.679,0.5053,0.108,0.0333",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7042@0.784,0.5013,0.139,0.0333",urn:cite:hclat:topic.gensg1
"urn:cite:shot:epigimg.IMG_7042@0.129,0.5467,0.106,0.0333",urn:cite:hclat:topic.gensg1
"urn:cite:shot:epigimg.IMG_7042@0.23,0.5427,0.084,0.0333",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_7042@0.307,0.54,0.048,0.0333",urn:cite:hclat:topic.ablsg1
"urn:cite:shot:epigimg.IMG_7042@0.354,0.5427,0.108,0.0333",urn:cite:hclat:topic.ablsg1
"urn:cite:shot:epigimg.IMG_7042@0.468,0.5387,0.075,0.0333",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_7042@0.546,0.536,0.142,0.0333",urn:cite:hclat:topic.ntpl
"urn:cite:shot:epigimg.IMG_7042@0.69,0.5307,0.146,0.0333",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_7095@0.341,0.2147,0.183,0.068",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_7095@0.339,0.284,0.305,0.068",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_7095@0.344,0.3507,0.138,0.068",urn:cite:hclat:topic.gensg2
"urn:cite:shot:epigimg.IMG_7095@0.485,0.344,0.138,0.0787",urn:cite:hclat:topic.datpl2
"urn:cite:shot:epigimg.IMG_7113@0.103,0.384,0.385,0.1133",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7113@0.609,0.3907,0.385,0.104",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7113@0.055,0.4747,0.171,0.0653",urn:cite:hclat:topic.accsg3
"urn:cite:shot:epigimg.IMG_7113@0.219,0.48,0.143,0.0573",urn:cite:hclat:topic.gensg3
"urn:cite:shot:epigimg.IMG_7113@0.351,0.48,0.197,0.0573",urn:cite:hclat:topic.gensg1
"urn:cite:shot:epigimg.IMG_7113@0.538,0.4827,0.146,0.0573",urn:cite:hclat:topic.ablsg4
"urn:cite:shot:epigimg.IMG_7113@0.677,0.4827,0.294,0.0573",urn:cite:hclat:topic.accsg1
"urn:cite:shot:epigimg.IMG_7113@0.677,0.4827,0.294,0.0573",urn:cite:hclat:topic.pftpaspart
"urn:cite:shot:epigimg.IMG_7113@0.062,0.532,0.227,0.04",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_7113@0.084,0.532,0.205,0.04",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_7113@0.323,0.536,0.149,0.04",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_7113@0.476,0.5373,0.093,0.04",urn:cite:hclat:topic.hic
"urn:cite:shot:epigimg.IMG_7113@0.563,0.5387,0.198,0.04",urn:cite:hclat:topic.nompl3
"urn:cite:shot:epigimg.IMG_7113@0.754,0.5387,0.232,0.04",urn:cite:hclat:topic.prep
"urn:cite:shot:epigimg.IMG_7113@0.789,0.5387,0.197,0.04",urn:cite:hclat:topic.accsg3
"urn:cite:shot:epigimg.IMG_7113@0.057,0.568,0.148,0.04",urn:cite:hclat:topic.cum
"urn:cite:shot:epigimg.IMG_7113@0.201,0.5733,0.177,0.04",urn:cite:hclat:topic.genpl2
"urn:cite:shot:epigimg.IMG_7113@0.374,0.5733,0.074,0.04",urn:cite:hclat:topic.num
"urn:cite:shot:epigimg.IMG_7113@0.445,0.576,0.135,0.04",urn:cite:hclat:topic.ablsg3
"urn:cite:shot:epigimg.IMG_7113@0.571,0.5773,0.069,0.04",urn:cite:hclat:topic.ablsg2
"urn:cite:shot:epigimg.IMG_7113@0.635,0.5773,0.13,0.04",urn:cite:hclat:topic.adv
"urn:cite:shot:epigimg.IMG_7113@0.754,0.5773,0.213,0.04",urn:cite:hclat:topic.pftactind
"urn:cite:shot:epigimg.IMG_7117@0.106,0.256,0.304,0.1213",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7117@0.402,0.2653,0.22,0.1213",urn:cite:hclat:topic.nomsg2
"urn:cite:shot:epigimg.IMG_7117@0.304,0.3667,0.111,0.0907",urn:cite:hclat:topic.rflpro
"urn:cite:shot:epigimg.IMG_7117@0.103,0.444,0.239,0.1027",urn:cite:hclat:topic.datsg2
"urn:cite:shot:epigimg.IMG_7117@0.337,0.4573,0.301,0.1027",urn:cite:hclat:topic.datsg2
"urn:cite:shot:epigimg.IMG_7117@0.646,0.4787,0.196,0.1027",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_7117@0.047,0.5387,0.322,0.1027",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_7117@0.363,0.5573,0.207,0.1027",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_7117@0.607,0.5707,0.229,0.1027",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_7117@0.059,0.6373,0.303,0.1027",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_7117@0.353,0.656,0.303,0.1027",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_7117@0.644,0.6667,0.199,0.1027",urn:cite:hclat:topic.datsg3
"urn:cite:shot:epigimg.IMG_7117@0.061,0.7347,0.199,0.0933",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_7117@0.256,0.74,0.212,0.0933",urn:cite:hclat:topic.datsg1
"urn:cite:shot:epigimg.IMG_7117@0.46,0.7533,0.398,0.1067",urn:cite:hclat:topic.datsg1
